ID,Match,Language,Name,Script,Family,Autotyp_Area
TH_2109740,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2109940,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2109951,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2110260,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2110708,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2111627,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2111848,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2111850,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2112079,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2112187,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2112538,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2113134,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2113338,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2113447,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2114194,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2116445,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2116679,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2119707,0,TH,Thai,different,Tai-Kadai,Southeast Asia
TH_2122861,1,TH,Thai,different,Tai-Kadai,Southeast Asia
TR_2062299,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2074403,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2074723,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2075197,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2075284,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2075874,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2075980,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2076142,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2076166,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2076716,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2077280,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2077434,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2077540,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2077544,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2077752,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2078008,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2078114,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2078356,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2078674,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2079785,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2079958,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2080114,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2080424,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084037,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084198,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084317,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084320,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084517,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084575,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2084829,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2085576,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2087035,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2088320,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2112699,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2112805,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2113015,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2113042,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2119813,0,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2119957,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
TR_2157340,1,TR,Turkish,roman,Turkic,Greater Mesopotamia
ZU_2057083,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2059726,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2105421,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2106921,0,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2109362,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2129446,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2136573,0,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2136679,0,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2138105,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2138774,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139026,0,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139132,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139238,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139344,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139788,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2139894,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2140000,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2140141,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2140360,1,ZU,Zulu,roman,Benue-Congo,S Africa
ZU_2140466,1,ZU,Zulu,roman,Benue-Congo,S Africa
