Language,ID,L1,L2,EnglishL2,English_MP,Dialect,Sex,Age,Meaning,Team,UniqueItem,Rep,Choice,ACC,Name,ISO639.3,Script,Genus,Autotyp_Area,Continent,Longitude,Latitude,Family,category,subcategory,Animacy
GR,GR_2052152,greek,"english, spanish, french",TRUE,L2,NA,F,45,small,IL,IL_small.wav,7,hunt,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2053049,greek,"english, spanish, french",TRUE,L2,NA,F,25,one,KR,KR_one.wav,3,many,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,quantifier,animate
GR,GR_2053930,greek,"english,french, italian",TRUE,L2,NA,F,42,many,KR,KR_many.wav,2,many,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,quantifier,animate
GR,GR_2052949,greek,"english,french,italian",TRUE,L2,NA,F,24,big,BW,BW_big.wav,1,eat,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2052791,greek,"french, english",TRUE,L2,cretan,F,35,knife,IL,IL_knife.wav,1,knife,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2041713,greek,"german, english",TRUE,L2,athenian,F,40,knife,BW,BW_knife.wav,3,knife,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2041501,greek,"german,english, spanish",TRUE,L2,NA,F,48,sleep,NC,NC_sleep.wav,2,sleep,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2054771,greek ,english ,TRUE,L2,NA,M,26,fire,IL,IL_fire.wav,5,fire,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,inanimate,inanimate
GR,GR_2037162,greek ,"english, french, bulgarian ",TRUE,L2,pontian ,M,36,that,NC,NC_that.wav,3,one,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,demonstrative,animate
GR,GR_2052534,greek ,"english, french, german ",TRUE,L2,NA,F,30,gather,AB,AB_gather.wav,5,child,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2041607,greek ,"english, german ",TRUE,L2,NA,F,24,cook,KD,KD_cook.wav,4,deer,0,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,action,action,animate
GR,GR_2052285,greek ,"english, italian ",TRUE,L2,cretan ,F,26,tiger,KR,KR_tiger.wav,1,tiger,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,noun,animal,animate
GR,GR_2037556,"greek, german",english,TRUE,L2,NA,F,28,good,NC,NC_good.wav,2,good,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,adjective,animate
GR,GR_2041334,"greek, german","english, dutch",TRUE,L2,bavarian,F,19,this,NC,NC_this.wav,4,this,1,Greek,ell,different,IE,Europe,W and SW Eurasia,22,39,IE,property,demonstrative,animate
HU,HU_2115022,hungarian,english,TRUE,L2,NA,F,55,that,BW,BW_that.wav,6,rock,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,property,demonstrative,animate
HU,HU_2116880,hungarian,english,TRUE,L2,NA,M,42,hide,NC,NC_hide.wav,4,bad,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,action,action,animate
HU,HU_2117239,hungarian,english,TRUE,L2,NA,F,39,dull,GB,GB_dull.wav,5,dull,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,property,adjective,animate
HU,HU_2117961,hungarian,english,TRUE,L2,NA,M,49,big,GB,GB_big.wav,1,big,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,property,adjective,animate
HU,HU_2118683,hungarian,english,TRUE,L2,hajdu,F,40,child,GB,GB_child.wav,2,child,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,people,animate
HU,HU_2119283,hungarian,english,TRUE,L2,NA,M,51,deer,IL,IL_deer.wav,1,deer,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,animal,animate
HU,HU_2147265,hungarian,english,TRUE,L2,NA,M,59,fire,KD,KD_fire.wav,4,water,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2147593,hungarian,english,TRUE,L2,NA,F,32,fire,IL,IL_fire.wav,2,sharp,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2119177,hungarian,"english, finnish",TRUE,L2,NA,F,25,meat,KR,KR_meat.wav,3,water,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2149459,hungarian,"english, finnish, spanish, german",TRUE,L2,budapest,F,32,sleep,KR,KR_sleep.wav,1,sleep,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,action,action,animate
HU,HU_2115358,hungarian,"english, french",TRUE,L2,NA,F,18,sharp,NC,NC_sharp.wav,3,tiger,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,property,adjective,animate
HU,HU_2115723,hungarian,"english, french",TRUE,L2,NA,F,45,woman,KR,KR_woman.wav,1,good,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,people,animate
HU,HU_2118072,hungarian,"english, german, italian",TRUE,L2,NA,F,18,fruit,GB,GB_fruit.wav,3,fruit,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2115908,hungarian,"english, german, turkish",TRUE,L2,NA,F,26,woman,KR,KR_woman.wav,1,woman,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,people,animate
HU,HU_2118857,hungarian,"english, slovak",TRUE,L2,NA,F,52,sleep,NC,NC_sleep.wav,2,sleep,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,action,action,animate
HU,HU_2147482,hungarian,"english, spanish",TRUE,L2,budapest,M,33,cut,KR,KR_cut.wav,3,cut,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,action,action,animate
HU,HU_2118240,hungarian,"english, turkish, swedish",TRUE,L2,NA,F,41,knife,IL,IL_knife.wav,2,knife,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2118346,hungarian,"german, english",TRUE,L2,NA,F,40,rock,IL,IL_rock.wav,7,rock,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,inanimate,inanimate
HU,HU_2119389,hungarian,"german, english",TRUE,L2,NA,F,53,snake,BW,BW_snake.wav,3,sharp,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,animal,animate
HU,HU_2119601,hungarian,"german, english",TRUE,L2,NA,F,29,child,GB,GB_child.wav,2,child,1,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,noun,people,animate
HU,HU_2116177,hungarian ,"german, english, dutch, spanish ",TRUE,L2,NA,F,36,dull,IL,IL_dull.wav,2,deer,0,Hungarian,hun,roman,Finno-Ugric,Europe,W and SW Eurasia,20,47,other,property,adjective,animate
EN,EN_2036332,isizulu,english,TRUE,L2,NA,M,29,that,NC,NC_that.wav,5,that,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,property,demonstrative,animate
IT,IT_2061913,italian,english,TRUE,L2,sicilian,F,25,bad,BW,BW_bad.wav,2,bad,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2071105,italian,english,TRUE,L2,neapolitan,F,40,man,IL,IL_man.wav,5,big,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
IT,IT_2074909,italian,english,TRUE,L2,NA,F,19,big,BW,BW_big.wav,7,fire,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2074968,italian,english,TRUE,L2,troyan,F,19,water,KD,KD_water.wav,6,water,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2075281,italian,english,TRUE,L2,brescia,F,19,sleep,KR,KR_sleep.wav,1,sleep,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2075578,italian,english,TRUE,L2,NA,M,20,child,SU,SU_child.wav,2,child,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
IT,IT_2076282,italian,english,TRUE,L2,NA,F,19,snake,BW,BW_snake.wav,2,snake,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,animal,animate
IT,IT_2076388,italian,english,TRUE,L2,NA,F,19,snake,BW,BW_snake.wav,3,snake,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,animal,animate
IT,IT_2077044,italian,english,TRUE,L2,torremaggiore,M,19,sharp,KD,KD_sharp.wav,8,sharp,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2078829,italian,english,TRUE,L2,NA,F,21,good,IL,IL_good.wav,3,many,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2080530,italian,english,TRUE,L2,NA,M,22,deer,NC,NC_deer.wav,2,deer,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,animal,animate
IT,IT_2080742,italian,english,TRUE,L2,calabrian,F,20,fruit,IL,IL_fruit.wav,5,fruit,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2095688,italian,english,TRUE,L2,massafra,F,33,meat,KR,KR_meat.wav,3,meat,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2146971,italian,english,TRUE,L2,NA,F,19,knife,KD,KD_knife.wav,4,dull,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2076650,italian,"english, a little bit french, a little bit german",TRUE,L2,NA,F,48,sleep,KD,KD_sleep.wav,2,sleep,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2088910,italian,"english, a little bit spanish, latin ",TRUE,L2,NA,F,27,this,SU,SU_this.wav,4,dull,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,demonstrative,animate
EN,EN_2033751,italian,"english, french",TRUE,L2,NA,F,48,knife,KD,KD_knife.wav,1,cut,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,inanimate,inanimate
IT,IT_2069027,italian,"english, french",TRUE,L2,irpino,M,28,sleep,KR,KR_sleep.wav,1,sleep,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2073723,italian,"english, french",TRUE,L2,NA,F,43,fire,IL,IL_fire.wav,2,fire,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2137997,italian,"english, french",TRUE,L2,NA,F,34,fruit,GB,GB_fruit.wav,6,cut,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,inanimate,inanimate
IT,IT_2189531,italian,"english, french",TRUE,L2,NA,F,23,this,IL,IL_this.wav,3,man,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,demonstrative,animate
IT,IT_2068721,italian,"english, french, german",TRUE,L2,florentine,F,45,that,BW,BW_that.wav,3,big,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,demonstrative,animate
IT,IT_2068921,italian,"english, french, german",TRUE,L2,florentine,M,28,man,IL,IL_man.wav,1,man,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
IT,IT_2076930,italian,"english, french, german, spanish",TRUE,L2,NA,F,23,child,SU,SU_child.wav,1,child,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
EN,EN_2031376,italian,"english, french, spanish",TRUE,L2,NA,F,40,knife,IL,IL_knife.wav,2,knife,1,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,inanimate,inanimate
IT,IT_2077174,italian,"english, french, spanish",TRUE,L2,veneto,F,19,good,NC,NC_good.wav,2,good,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2078935,italian,"english, french, spanish",TRUE,L2,veneto,M,24,gather,AB,AB_gather.wav,2,sleep,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2063416,italian,"english, german",TRUE,L2,roman,F,34,gather,KR,KR_gather.wav,6,gather,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2073200,italian,"english, german, french",TRUE,L2,NA,F,41,bad,BW,BW_bad.wav,2,water,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2069245,italian,"english, german, rumanian",TRUE,L2,NA,F,29,eat,KR,KR_eat.wav,1,snake,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2105527,italian,"english, german, spanish, french",TRUE,L2,NA,F,20,bad,GB,GB_bad.wav,6,small,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2070565,italian,"english, spanish",TRUE,L2,marchigiano,F,36,this,IL,IL_this.wav,3,this,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,demonstrative,animate
IT,IT_2074054,italian,"english, spanish",TRUE,L2,bergamo,F,19,eat,IL,IL_eat.wav,2,good,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
EN,EN_2031042,italian,"english, spanish, calabrese",TRUE,L2,NA,M,30,fruit,IL,IL_fruit.wav,1,tiger,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,inanimate,inanimate
IT,IT_2207878,italian,"english, spanish, portuguese",TRUE,L2,marchigiano,F,25,eat,KD,KD_eat.wav,2,eat,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2070438,italian,"french, english",TRUE,L2,neapolitan,F,43,bad,IL,IL_bad.wav,2,bad,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2100361,italian,"french, english",TRUE,L2,NA,F,27,cook,GB,GB_cook.wav,3,cook,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2151897,italian,"french, english",TRUE,L2,NA,F,21,pound,IL,IL_pound.wav,2,pound,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2070120,italian,"french, english, spanish",TRUE,L2,piedmontese,F,49,snake,BW,BW_snake.wav,2,fire,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,animal,animate
IT,IT_2070814,italian,"french, english, spanish",TRUE,L2,sicilian,F,37,this,NC,NC_this.wav,3,small,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,demonstrative,animate
IT,IT_2074276,italian,"french, english, spanish, german ",TRUE,L2,NA,F,22,big,BW,BW_big.wav,6,big,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,adjective,animate
IT,IT_2097463,italian,"german, english",TRUE,L2,neapolitan,F,28,sleep,KR,KR_sleep.wav,1,sleep,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2103211,italian,"german, english",TRUE,L2,venetian,F,61,one,NC,NC_one.wav,3,pound,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,property,quantifier,animate
IT,IT_2070332,italian,"german, english, french",TRUE,L2,NA,F,31,hide,NC,NC_hide.wav,3,hide,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,action,action,animate
IT,IT_2069422,italian,"spanish, english",TRUE,L2,sonnino,M,40,deer,IL,IL_deer.wav,4,deer,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,animal,animate
IT,IT_2135830,italian ,"english, french",TRUE,L2,NA,M,24,woman,BW,BW_woman.wav,2,good,0,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
EE,EE_2058474,italian ,"estonian, english, spanish ",TRUE,L2,NA,M,38,sleep,NC,NC_sleep.wav,1,sleep,1,Estonian,est,roman,Finno-Ugric,Inner Asia,N-C Asia,26,59,other,action,action,animate
IT,IT_2103759,"italian, german ","english, french, spanish ",TRUE,L2,NA,F,24,child,GB,GB_child.wav,6,child,1,Italian,ita,roman,IE,Europe,W and SW Eurasia,12,43,IE,noun,people,animate
JP,JP_2028251,japanese,english,TRUE,L2,tokyo,M,23,rock,SU,SU_rock.wav,3,small,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,inanimate,inanimate
JP,JP_2028494,japanese,english,TRUE,L2,kansai,M,22,snake,BW,BW_snake.wav,5,water,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,animal,animate
JP,JP_2029063,japanese,english,TRUE,L2,NA,M,22,man,IL,IL_man.wav,2,dull,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,people,animate
JP,JP_2034093,japanese,english,TRUE,L2,NA,F,21,dull,IL,IL_dull.wav,2,sleep,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,adjective,animate
JP,JP_2039918,japanese,english,TRUE,L2,NA,M,28,child,GB,GB_child.wav,1,child,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,people,animate
JP,JP_2040621,japanese,english,TRUE,L2,NA,M,24,gather,GB,GB_gather.wav,5,gather,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2040995,japanese,english,TRUE,L2,NA,M,29,eat,KD,KD_eat.wav,2,eat,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2041101,japanese,english,TRUE,L2,"senboku, akita",F,24,one,NC,NC_one.wav,2,sharp,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,quantifier,animate
JP,JP_2041207,japanese,english,TRUE,L2,NA,F,59,one,KR,KR_one.wav,2,one,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,quantifier,animate
JP,JP_2043233,japanese,english,TRUE,L2,tokyo,F,42,big,MS,MS_big.wav,1,big,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,adjective,animate
JP,JP_2043339,japanese,english,TRUE,L2,okoyama,M,40,deer,NC,NC_deer.wav,2,that,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,animal,animate
JP,JP_2045448,japanese,english,TRUE,L2,NA,F,18,deer,IL,IL_deer.wav,3,gather,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,animal,animate
JP,JP_2046493,japanese,english,TRUE,L2,toyama,F,19,deer,IL,IL_deer.wav,5,deer,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,animal,animate
JP,JP_2047059,japanese,english,TRUE,L2,NA,F,23,small,NC,NC_small.wav,2,small,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,adjective,animate
JP,JP_2047178,japanese,english,TRUE,L2,hirado,F,22,that,BW,BW_that.wav,4,that,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,demonstrative,animate
JP,JP_2047291,japanese,english,TRUE,L2,NA,F,18,woman,BW,BW_woman.wav,2,sharp,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,people,animate
JP,JP_2047368,japanese,english,TRUE,L2,NA,F,19,hide,IL,IL_hide.wav,4,sharp,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2048303,japanese,english,TRUE,L2,NA,F,18,cook,KR,KR_cook.wav,2,one,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2027996,japanese,"english, italian",TRUE,L2,NA,F,34,man,IL,IL_man.wav,5,tiger,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,people,animate
JP,JP_2037664,japanese,"english, spanish",TRUE,L2,NA,M,22,hide,NC,NC_hide.wav,3,hide,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2046107,japanese,"english,chinese",TRUE,L2,NA,F,23,knife,KD,KD_knife.wav,2,knife,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,inanimate,inanimate
JP,JP_2042370,japanese,"english,french",TRUE,L2,NA,F,38,good,NC,NC_good.wav,3,good,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,adjective,animate
JP,JP_2044955,japanese,"english,german",TRUE,L2,NA,F,19,eat,KD,KD_eat.wav,1,eat,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,action,action,animate
JP,JP_2047549,japanese,"english,german,korean",TRUE,L2,NA,F,22,one,BW,BW_one.wav,1,pound,0,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,quantifier,animate
JP,JP_2042158,japanese,"english,german,russian",TRUE,L2,south kanto,M,23,this,IL,IL_this.wav,5,this,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,property,demonstrative,animate
EN,EN_2026714,"konkani, english","french, japanese, hindi, tamil",FALSE,L1,NA,F,53,tiger,NC,NC_tiger.wav,1,sharp,0,English UK,eng,roman,IE,Europe,W and SW Eurasia,0,52,IE,noun,animal,animate
KR,KR_2120978,korean,english,TRUE,L2,NA,M,26,pound,IL,IL_pound.wav,3,this,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,action,action,animate
KR,KR_2122698,korean,english,TRUE,L2,NA,F,26,pound,IL,IL_pound.wav,2,pound,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,action,action,animate
KR,KR_2145933,korean,english,TRUE,L2,NA,M,27,many,KR,KR_many.wav,3,water,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,property,quantifier,animate
KR,KR_2192134,korean,english,TRUE,L2,gyeonggi,M,27,water,SU,SU_water.wav,2,water,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2192394,korean,english,TRUE,L2,NA,F,19,knife,KD,KD_knife.wav,3,knife,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2192620,korean,english,TRUE,L2,jeolla,M,31,rock,IL,IL_rock.wav,4,rock,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2192726,korean,english,TRUE,L2,gyeonggi,F,31,knife,BW,BW_knife.wav,4,knife,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2192867,korean,english,TRUE,L2,NA,F,20,fire,GB,GB_fire.wav,2,sharp,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2194038,korean,english,TRUE,L2,gyeonggi,F,36,good,IL,IL_good.wav,1,good,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,property,adjective,animate
KR,KR_2194144,korean,english,TRUE,L2,NA,M,29,rock,IL,IL_rock.wav,3,pound,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2199504,korean,english,TRUE,L2,NA,F,23,snake,NC,NC_snake.wav,3,snake,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,animal,animate
KR,KR_2194250,korean,"english, a little bit japanese",TRUE,L2,NA,F,39,water,SU,SU_water.wav,6,meat,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2121353,korean,"english, chinese",TRUE,L2,NA,F,21,tiger,NC,NC_tiger.wav,3,hide,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,animal,animate
KR,KR_2192500,korean,"english, chinese",TRUE,L2,gyeonggi,F,29,fire,KD,KD_fire.wav,1,water,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
KR,KR_2122536,korean,"english, french",TRUE,L2,NA,F,23,pound,NC,NC_pound.wav,6,pound,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,action,action,animate
KR,KR_2193409,korean,"english, japanese",TRUE,L2,NA,M,25,sleep,KR,KR_sleep.wav,1,sleep,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,action,action,animate
KR,KR_2194312,korean,"english, japanese",TRUE,L2,NA,M,30,sleep,NC,NC_sleep.wav,2,sleep,1,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,action,action,animate
JP,JP_2026396,korean,"japanese, english",TRUE,L2,gyeonggi,F,25,deer,IL,IL_deer.wav,3,deer,1,Japanese,jpn,different,Japanese,N Coast Asia,N-C Asia,140,37,other,noun,animal,animate
KR,KR_2192288,korean,"japanese, english",TRUE,L2,NA,F,31,knife,BW,BW_knife.wav,1,clapping,0,Korean,kor,different,Korean,N Coast Asia,N-C Asia,128,37.5,other,noun,inanimate,inanimate
TR,TR_2157340,kurdish,"german, english",TRUE,L2,NA,M,27,fire,IL,IL_fire.wav,4,fire,1,Turkish,tur,roman,Turkic,Greater Mesopotamia,W and SW Eurasia,35,39,other,noun,inanimate,inanimate
EE,EE_2059385,latvian,"estonian, english, russian",TRUE,L2,NA,F,33,gather,AB,AB_gather.wav,4,gather,1,Estonian,est,roman,Finno-Ugric,Inner Asia,N-C Asia,26,59,other,action,action,animate
RU,RU_2073094,macedonian,"english, serbian, spanish, french",TRUE,L2,NA,F,34,fire,GB,GB_fire.wav,6,fire,1,Russian,rus,different,IE,Inner Asia,N-C Asia,38,56,IE,noun,inanimate,inanimate
PL,PL_2008030,polish,english,TRUE,L2,NA,F,29,bad,IL,IL_bad.wav,1,man,0,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
PL,PL_2009277,polish,english,TRUE,L2,NA,F,28,child,GB,GB_child.wav,3,child,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,people,animate
PL,PL_2014004,polish,english,TRUE,L2,NA,M,21,child,IL,IL_child.wav,2,child,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,noun,people,animate
PL,PL_2018230,polish,english,TRUE,L2,NA,M,18,big,MS,MS_big.wav,2,big,1,Polish,pol,roman,IE,Europe,W and SW Eurasia,20,52,IE,property,adjective,animate
